user_id,article_1,article_2,article_3,article_4,article_5
201168,284985,160940,160158,337735,124749
201169,331116,199474,96141,145510,199372
201170,272143,64329,198659,162655,182394
201171,272143,64329,156560,162655,202383
201172,50864,272143,156624,156560,64329
201173,270799,235652,160445,191895,162718
201174,272143,156624,156560,160974,160417
201175,199198,64329,198659,156560,166581
201176,123818,123909,168623,331738,282964
201177,272143,146188,162655,199198,140720
201178,199198,64329,198659,156560,166581
201179,199372,199474,157083,237822,97616
201180,272143,74805,156560,162655,160417
201181,199198,64329,198659,156560,199197
201182,199227,47718,129165,15023,198355
201183,272143,324823,348111,64329,199198
201184,286336,272143,162655,282785,283041
201185,96210,277067,283764,58580,284583
201186,272143,160974,160417,199198,156560
201187,336221,235870,156964,64409,235616
201188,124350,124748,123909,124194,123290
201189,168623,25325,123909,276970,156625
201190,331116,57966,289003,97530,157478
201191,218028,336254,202355,157478,289003
201192,351517,352321,352717,351940,336223
201193,199198,198659,166581,156560,162655
201194,235870,315105,95716,214631,300082
201195,272143,64329,199198,299697,175040
201196,156560,162765,272143,160417,64329
201197,235105,205331,206415,70429,283009
201198,199198,64329,198659,156560,166581
201199,20691,96210,336245,183176,96103
201200,293301,257291,233717,285719,208539
201201,336245,20691,271262,236610,313920
201202,272143,156560,199198,156447,160417
201203,272143,160417,64329,156447,162655
201204,124350,124748,123290,124194,123757
201205,284583,96210,271262,313920,58580
201206,156560,162765,272143,160417,158536
201207,29840,361894,362354,272143,360712
201208,162655,64329,158536,272143,160974
201209,336254,157478,331116,206785,159652
201210,133160,59057,288320,214206,236553
201211,289090,234267,235616,277492,337192
201212,211442,36162,50644,30760,158331
201213,331116,202355,97530,157478,336254
201214,245161,199474,270607,158882,293514
201215,97053,97459,95716,96660,64409
201216,199198,158536,64329,160417,160974
201217,177442,336254,50644,277107,36162
201218,277491,337192,336220,289090,284096
201219,181585,119534,128260,111043,159938
201220,337192,277492,336220,235854,289090
201221,70591,206735,208360,202372,202534
201222,323672,272143,324605,5408,307856
201223,156560,162765,272143,160417,64329
201224,36162,209122,277107,156279,30760
201225,57616,96210,284583,20691,159196
201226,96210,250043,271262,57616,20691
201227,199198,64329,198659,156560,166581
201228,336254,157478,285849,97530,234195
201229,50823,272143,162655,156560,156624
201230,277492,307779,119534,336220,235854
201231,343256,277492,293513,288528,168564
201232,20691,336245,337441,57616,96103
201233,87231,87192,87236,87228,161801
201234,336221,234698,300082,157076,235870
201235,224354,183176,215993,208150,233688
201236,70591,183176,284339,202388,47854
201237,199198,64329,198659,156560,166581
201238,226542,156521,168612,58637,124228
201239,57748,293513,96210,58619,202652
201240,162655,64329,158536,272143,160974
201241,156560,162765,272143,160417,64329
201242,233688,9308,336245,96210,111043
201243,16087,177390,293513,96210,119600
201244,331116,214753,161878,24767,161872
201245,336245,20691,271262,285377,293513
201246,331116,157478,289003,57966,97530
201247,233717,161100,276946,214800,257291
201248,36162,50644,156279,235105,234481
201249,271262,58580,202416,96210,38625
201250,63304,351364,107063,289003,51245
201251,271262,236610,65991,58580,284773
201252,277492,343256,293513,168564,206763
201253,286161,199197,235230,313431,156560
201254,331116,336254,157478,207603,289003
201255,156560,162765,272143,160417,64329
201256,96210,237580,336245,57616,159197
201257,121036,233689,207359,234822,207089
201258,156447,156560,158536,64329,162655
201259,50823,272143,162655,156560,156624
201260,313761,96210,236690,237580,336245
201261,336223,129591,315105,218330,119193
201262,161506,235652,63307,31520,71035
201263,272143,64329,198659,162655,182394
201264,199198,64329,198659,156560,166581
201265,199198,64329,198659,156560,166581
201266,73506,50494,277107,283009,36162
201267,133160,129434,233658,141004,10370
201268,336221,336223,95716,234698,119193
201269,162655,64329,158536,272143,160974
201270,96210,288440,271262,284583,236610
201271,336221,234698,300082,157076,237293
201272,331116,157478,289003,57966,97530
201273,336245,20691,285377,159275,58619
201274,331116,277107,73506,352979,283009
201275,289003,283009,39894,97530,277107
201276,74780,237822,337143,161872,199474
201277,161801,141004,161506,62567,270799
201278,156447,160974,158536,158082,158461
201279,58580,236566,225010,96210,313920
201280,168623,276970,95972,237524,156625
201281,199198,64329,198659,156560,162655
201282,111043,336245,233688,96210,181585
201283,59057,31836,303180,336223,288320
201284,119534,215674,336220,354086,235854
201285,96210,313761,336245,183176,233688
201286,277107,336254,177442,283009,39894
201287,336221,48403,95716,119193,271261
201288,177442,289003,331116,336254,97530
201289,50823,272143,162655,156560,107301
201290,199198,64329,198659,156560,166581
201291,157078,233717,207982,58193,206090
201292,276946,233717,42883,257291,111210
201293,161506,70428,270799,62567,141004
201294,250043,57616,96210,237580,71161
201295,235105,202320,277107,284470,158772
201296,277107,39894,289003,352979,336254
201297,277492,235854,336220,337192,352901
201298,285412,284346,285343,285718,272143
201299,162655,64329,158536,272143,160974
201300,32082,336220,336221,234698,59681
201301,272143,156560,211484,166228,160417
201302,96210,20691,182206,271262,225010
201303,36161,272143,2303,50823,199198
201304,336220,277491,235616,235854,337192
201305,157478,331116,289003,97530,57966
201306,272218,293114,124749,158906,338339
201307,293513,158882,270607,96210,50504
201308,272143,16911,177155,199198,187067
201309,277491,336220,337192,284096,288435
201310,158047,336380,233658,129434,303565
201311,96210,20691,271262,284583,157375
201312,271262,202416,58580,38625,96210
201313,272143,156560,182513,199198,348111
201314,199198,64329,198659,166581,156560
201315,57668,59715,59426,271261,336223
201316,96210,20691,288440,337441,183176
201317,336254,331116,283009,157478,277107
201318,336254,157478,331116,289003,57966
201319,283764,96210,313920,277067,236566
201320,234698,95716,235616,235870,315105
201321,199198,64329,198659,166581,156560
201322,133160,129434,161506,233658,141004
201323,20691,96210,336245,57616,96103
201324,206168,235230,206934,271551,199197
201325,272387,271618,273461,331116,336254
201326,237822,355155,337143,336245,159275
201327,199198,272143,64329,182513,156560
201328,225010,202476,271262,65991,207757
201329,84074,83383,83652,84019,84548
201330,331116,218028,209236,162378,158541
201331,156843,235854,337192,289090,336220
201332,59057,31520,288320,31836,336223
201333,124748,123757,123290,124352,123909
201334,156560,162765,272143,160417,158536
201335,348109,348093,348081,348140,336245
201336,271262,65991,236610,313920,236566
201337,336245,20691,337441,288440,32088
201338,162655,64329,272143,158536,156560
201339,156560,162765,272143,160417,64329
201340,336221,315105,235870,300082,95716
201341,177657,177390,177168,177270,176477
201342,331116,16765,336254,157478,158664
201343,50823,162655,272143,156624,160417
201344,272143,285648,64329,199198,175040
201345,161801,214283,235652,270799,160445
201346,124749,158906,293114,160940,96755
201347,50644,205824,36162,277107,209122
201348,289090,235616,235854,277491,234267
201349,136075,135769,136156,272143,136103
201350,235616,235854,36399,336220,234267
201351,293513,50504,285377,96210,16087
201352,331116,289003,157478,129158,336254
201353,336221,214631,235870,300082,277491
201354,331116,215613,214753,199372,202355
201355,313431,272143,156560,235230,284547
201356,353672,348087,348137,348136,337192
201357,214800,111210,160132,58606,297639
201358,183176,119534,128260,159938,354086
201359,337143,51221,157735,159275,156713
201360,272143,233728,199198,236961,64329
201361,336220,235854,156843,284096,289090
201362,293513,288528,57748,159275,245161
201363,156560,162765,272143,160417,64329
201364,64409,235870,300082,336221,214631
201365,270229,271261,266007,271707,270976
201366,74589,74666,74581,74712,354086
201367,337143,168623,293301,32750,233717
201368,289090,234269,32082,234267,235854
201369,50864,272143,156624,156560,64329
201370,277107,283009,336254,289003,331116
201371,303565,234987,87224,159177,31520
201372,293513,96210,50504,293333,285377
201373,277107,331116,50644,156279,158772
201374,270607,96210,158882,50504,285377
201375,272143,199198,156560,166581,175040
201376,234698,336221,234813,31836,157076
201377,156624,272143,160974,156447,107039
201378,331116,57966,289003,97530,218028
201379,209013,206763,208582,205869,208970
201380,133160,129434,161506,233658,141004
201381,156560,162765,272143,160417,64329
201382,87215,233688,331116,87213,336254
201383,272143,162655,156624,160417,158536
201384,199197,156560,70646,156624,285298
201385,183176,283627,65450,211732,207828
201386,336245,96940,65991,327813,284773
201387,336220,289090,234267,277492,337192
201388,272143,198659,166581,182394,224658
201389,272143,64329,299697,156560,10034
201390,293513,158882,96210,270607,245041
201391,36162,277107,156279,211732,234481
201392,336220,277491,235616,235854,337192
201393,343256,337143,293513,199474,288500
201394,331116,161872,336254,158179,157478
201395,168623,160131,293301,286321,333959
201396,156839,156843,160602,235854,336220
201397,336254,289003,331116,157478,97530
201398,96210,66672,157375,237580,300234
201399,199198,198659,64329,166581,162655
201400,182256,124194,123289,338340,236951
201401,285377,96210,285675,336245,236610
201402,331116,336254,157478,289003,283791
201403,331116,202355,218028,149879,207603
201404,183176,70591,233688,236904,284339
201405,36161,272143,199198,64329,2303
201406,331116,157478,289003,57966,97530
201407,59057,31836,133160,161506,288320
201408,162655,64329,158536,272143,160974
201409,214800,111210,160132,276946,233478
201410,331116,202355,215613,199372,214753
201411,20691,96210,336245,183176,96103
201412,277107,39894,289003,352979,30389
201413,64329,272143,160417,162655,156560
201414,336220,289090,337192,234267,235616
201415,218028,336254,202355,57966,157478
201416,336221,234698,214296,159790,235870
201417,331116,218028,209236,162378,202559
201418,331116,336254,289003,39894,57966
201419,96210,250043,271262,57616,20691
201420,277491,336220,337192,235854,289090
201421,336220,4899,337192,4673,3145
201422,199198,64329,198659,156560,166581
201423,156560,162765,272143,160417,64329
201424,2303,58096,16129,207731,236613
201425,162208,214800,236553,224868,225374
201426,65991,50504,225010,159943,157989
201427,289003,331116,336254,157478,236648
201428,64329,198659,299697,199198,175040
201429,336221,235870,156964,64409,235616
201430,289003,277107,331116,39894,157478
201431,277107,39894,331116,283009,30389
201432,272143,285648,64329,199198,175040
201433,235616,336221,352902,29953,234269
201434,289090,234269,336220,234267,32082
201435,199198,272143,198659,64329,162655
201436,336254,331116,157478,97530,285849
201437,305093,304752,303808,304382,304448
201438,336254,277107,218028,289003,283009
201439,183176,159938,307779,277492,354086
201440,199198,182394,64329,224658,156560
201441,160565,331116,289003,336254,166322
201442,57616,277067,96210,20691,336245
201443,161801,63307,31520,141004,235652
201444,156560,162765,272143,160417,64329
201445,233717,213927,160132,293301,58606
201446,236370,156624,272143,160417,236897
201447,156964,234698,64346,336221,336223
201448,162655,64329,158536,272143,160974
201449,300082,234698,157076,206221,234813
201450,162655,64329,158536,272143,160974
201451,123909,283392,123757,124177,284422
201452,272143,64329,199198,299697,156560
201453,162655,64329,158536,272143,160974
201454,289090,277491,234269,234698,160142
201455,64329,160417,272143,156560,162655
201456,96210,331041,15653,20691,96103
201457,293513,158882,270607,70215,96210
201458,199197,272143,235230,284547,156560
201459,111043,336245,233688,96210,119534
201460,336254,218028,202355,157478,61594
201461,96210,236610,285377,194923,293513
201462,50823,272143,162655,156560,156624
201463,336220,289090,337192,277492,235616
201464,128260,119534,111043,159938,289090
201465,87239,87560,87199,289003,87213
201466,58580,96210,236566,225010,313920
201467,84153,84367,331116,84287,199372
201468,300082,299463,234698,298008,159790
201469,124350,124748,123757,123290,123909
201470,107039,50823,272143,156447,156560
201471,336245,20691,288440,337441,32088
201472,277107,156279,158772,50644,331116
201473,272143,199198,162655,118683,95743
201474,59057,288320,133160,63307,236553
201475,277107,36162,235105,283009,331116
201476,199198,64329,198659,156560,166581
201477,199198,64329,198659,156560,166581
201478,272143,199197,352555,187065,353019
201479,237822,160748,199474,175423,160557
201480,36399,74666,277492,225402,5391
201481,157077,156025,162655,156624,160417
201482,199474,237822,157441,157867,159912
201483,270607,245161,96210,158882,50504
201484,96210,285377,293513,65991,336245
201485,282909,233717,276946,278801,214800
201486,352555,272143,351884,298820,220102
201487,199198,64329,198659,156560,162655
201488,199474,237822,245161,160748,293514
201489,70429,218355,73506,156807,363916
201490,270607,245161,96210,50504,158882
201491,331116,157478,289003,69353,63304
201492,284339,183176,159938,284096,284851
201493,234698,336221,235870,293218,157076
201494,277107,315104,313556,312905,283009
201495,123909,168623,276970,42061,160453
201496,272218,129434,108856,338339,97082
201497,160132,111210,58606,297639,276946
201498,48213,157478,47660,48635,331116
201499,331116,87215,87194,336254,214753
201500,272143,348111,199198,156624,156560
201501,272143,64329,198659,162655,182394
201502,272143,64329,199198,299697,156560
201503,352979,283009,39894,30389,331116
201504,234698,300082,234813,95716,293218
201505,272143,162655,156624,160417,158536
201506,234698,235870,156964,336221,64409
201507,156560,162765,272143,160417,336476
201508,234698,95716,235870,235616,64409
201509,237822,194686,16829,331780,194199
201510,119600,119580,119107,118845,20691
201511,96210,288440,284583,57616,271262
201512,183176,9308,233688,156603,120967
201513,96210,236610,277067,20691,57616
201514,64409,336221,235870,242596,234698
201515,336254,218028,157478,202355,289003
201516,156560,162765,272143,160417,158536
201517,199198,198659,166581,156560,162655
201518,272143,64329,198659,162655,182394
201519,162655,64329,158536,272143,160974
201520,31520,141004,198159,214283,161801
201521,235616,57475,336221,234698,64409
201522,161506,63307,270799,235525,191895
201523,119534,277492,336220,183176,215674
201524,303565,234987,159177,31520,129434
201525,15653,20691,336245,96103,288440
201526,336221,336223,119193,300082,315105
201527,156964,336221,235870,64409,214631
201528,211732,331116,157478,289003,357554
201529,336254,157478,331116,97530,285849
201530,336245,20691,300234,237580,57616
201531,64409,42808,156964,234698,42298
201532,235870,300082,336221,95716,288321
201533,168623,156625,276970,123909,25325
201534,32088,336245,20691,288440,96210
201535,96210,57616,277067,20691,336245
201536,272143,146188,162655,199198,64329
201537,272143,199198,175040,166581,162655
201538,277107,352979,283009,331116,289003
201539,272143,64329,299697,156560,10034
201540,199198,156560,64329,182513,299697
201541,199198,64329,198659,156560,166581
201542,206763,237822,208582,199474,160748
201543,323974,315088,124194,123289,324863
201544,234698,95716,315105,336223,300082
201545,96210,71161,157375,336245,300234
201546,272143,199198,348111,156624,156560
201547,289090,277491,234267,235616,235854
201548,161801,63307,235652,236541,141004
201549,272143,64329,199198,299697,156560
201550,15664,14888,16229,14192,284985
201551,202381,206785,277107,39894,283009
201552,331116,218028,209236,214753,162378
201553,156560,162765,272143,160417,64329
201554,336245,20691,337441,288440,32088
201555,235854,277492,288435,128260,336220
201556,336220,289090,277492,337192,234267
201557,156560,162765,272143,160417,64329
201558,124350,123289,123757,124177,124749
201559,199198,272143,64329,182513,156560
201560,336380,108856,128551,156355,83534
201561,348093,183176,285533,348109,336245
201562,58619,159275,57748,161580,70215
201563,250038,250862,235854,235616,337192
201564,293062,338340,124749,293114,331737
201565,156560,162765,272143,160417,64329
201566,289090,336220,277492,235854,234267
201567,331116,331780,237452,202355,160748
201568,62464,336223,62567,119193,31836
201569,331116,277107,352979,39894,283009
201570,300540,300166,298876,75972,283009
201571,331116,199474,199372,202355,161988
201572,162655,64329,158536,272143,160974
201573,336254,57966,331116,157478,97530
201574,277492,235854,288435,119534,128260
201575,235616,29953,336221,234698,300082
201576,199198,64329,198659,156560,162655
201577,336221,157076,95716,234698,277491
201578,293513,270607,50504,96210,70215
201579,129434,158047,83534,68924,156355
201580,156447,160974,162655,160417,156624
201581,235616,208118,234698,336221,32082
201582,237580,235468,236690,236428,96210
201583,277713,331116,336254,157478,289003
201584,331116,157478,336254,161872,207603
201585,331116,157478,57966,97530,289003
201586,331116,157478,289003,57966,97530
201587,208562,183176,283505,233688,348112
201588,277157,313920,271262,277067,225010
201589,235616,96106,289090,95900,336220
201590,336254,218028,157478,57966,202355
201591,336221,234698,336223,129591,271261
201592,183176,233688,211401,84942,235854
201593,160565,331116,336254,202355,157478
201594,271914,270885,270677,272794,270599
201595,336254,277107,289003,36162,218028
201596,272143,160974,160417,199198,158536
201597,49101,42883,293114,42242,293301
201598,336220,235854,289090,235616,277492
201599,336245,20691,288440,337441,32088
201600,272218,235689,140528,284985,293114
201601,205824,50644,70986,234308,205958
201602,277492,235854,337192,336220,119534
201603,161801,235652,214283,270799,59057
201604,272143,175040,166581,162655,160417
201605,331116,336254,57966,289003,218028
201606,199198,64329,198659,156560,162655
201607,272143,182253,182601,182628,348111
201608,133160,141004,214206,236553,31836
201609,337143,343256,293513,199474,288500
201610,65991,271262,96210,202416,58580
201611,156560,162765,272143,160417,64329
201612,48403,59057,31836,119193,129165
201613,64329,199198,198659,156560,166581
201614,199197,284547,271551,235230,338350
201615,336245,160096,96210,50611,341720
201616,272143,64329,199198,299697,156560
201617,234698,156964,336221,235616,157076
201618,64329,158536,160417,272143,162655
201619,277107,39894,331116,235105,283009
201620,48403,119193,31836,59057,129165
201621,352979,283009,39894,30389,331116
201622,96210,20691,57616,237580,183176
201623,336221,156964,235870,235616,236338
201624,336221,119193,48403,271261,234698
201625,156560,162765,272143,160417,64329
201626,183176,83383,353673,84942,224354
201627,96210,270607,293513,285675,194289
201628,129434,31520,198199,286128,233658
201629,271262,58580,96210,202416,225010
201630,58580,96210,277067,283764,284583
201631,338350,272143,307291,307415,327649
201632,156447,64329,272143,162655,160417
201633,50864,272143,156624,156560,64329
201634,355163,337143,161580,355170,124129
201635,272143,156560,95743,96960,107039
201636,199198,64329,198659,156560,166581
201637,64329,158536,160417,272143,162655
201638,272143,199198,348111,156624,156560
201639,331116,206785,218028,209236,202559
201640,156560,162765,272143,160417,64329
201641,150028,155935,331116,157478,287973
201642,118683,208077,272143,118357,156624
201643,331780,331116,160748,157478,237452
201644,96210,20691,293513,271262,285377
201645,331116,218028,209236,202559,214753
201646,156560,162765,272143,160417,64329
201647,58580,96210,236566,313920,225010
201648,64329,198659,199198,156560,162655
201649,331116,50494,331918,331572,332263
201650,199198,64329,198659,156560,162655
201651,235652,63307,161801,270799,337878
201652,332390,330770,332504,330951,331764
201653,111043,119534,233688,128260,336245
201654,199198,158536,64329,160417,160974
201655,62464,48878,62567,211856,161801
201656,162655,64329,158536,272143,160974
201657,30760,29872,70986,31071,48401
201658,63307,348135,354022,353078,348115
201659,199198,272143,64329,182513,156560
201660,336254,157478,289003,331116,97616
201661,87205,87228,87224,87174,87211
201662,336223,119193,352983,336499,174500
201663,277107,218028,336254,289003,283009
201664,218028,336254,157478,202355,57966
201665,233658,129434,159177,305094,31520
201666,159762,257291,233717,313602,289126
201667,336245,20691,337441,288440,32088
201668,277492,119534,215674,336220,354086
201669,183176,354086,277492,128260,307779
201670,214800,276946,111210,160132,233478
201671,277492,343256,293513,168564,288528
201672,272143,64329,198659,162655,182394
201673,199198,64329,198659,156560,162655
201674,336221,156964,235870,300082,315105
201675,58580,96210,236566,277067,283764
201676,235854,195989,284096,195087,277492
201677,68923,68922,199198,50823,272143
201678,123289,205973,338340,207797,206315
201679,225010,58580,96210,271262,194289
201680,277492,337192,336220,235854,284602
201681,336245,159529,183176,156381,348093
201682,289090,336220,277492,337192,234267
201683,199197,338350,271551,235440,129029
201684,183176,233688,215993,111043,234006
201685,36399,208232,107286,225402,336220
201686,199198,64329,198659,156560,166581
201687,39894,30389,283009,331116,289003
201688,234698,95716,315105,271261,336223
201689,272143,160974,160417,199198,158536
201690,96210,96711,95947,96242,97555
201691,233658,129434,87224,336380,159177
201692,181585,119534,111043,284339,159938
201693,234698,336221,214474,235870,300082
201694,161801,141004,270799,62567,214283
201695,336254,289003,331116,57966,157478
201696,343256,168564,288528,277492,206763
201697,272143,64329,199198,299697,156560
201698,172576,198144,284422,124177,236444
201699,286336,272143,162655,282785,283041
201700,199198,272143,64329,182513,156560
201701,236207,276970,123909,168623,233420
201702,293513,50504,285377,96210,96986
201703,352555,177155,261612,272143,121834
201704,59057,31836,133160,336223,303180
201705,63059,63077,63164,299697,348111
201706,199198,198659,156560,64329,162655
201707,64329,198659,299697,199198,175040
201708,194918,194568,195743,194509,195159
201709,156560,162765,272143,160417,64329
201710,124194,236951,283392,236444,158915
201711,16087,96210,177390,174300,293513
201712,277492,128260,336220,235854,289090
201713,199198,272143,64329,182513,156560
201714,133160,233658,16040,129434,31520
201715,207349,59261,39894,225446,235105
201716,96210,20691,271262,293513,50504
201717,354389,336223,95716,234698,352983
201718,111043,233688,128260,119534,336245
201719,277492,307779,119534,215674,336220
201720,160748,254265,161872,337630,199474
201721,162655,64329,158536,272143,160974
201722,32088,288440,336245,20691,96210
201723,293114,284985,158906,313996,70999
201724,277107,158772,206415,284470,206571
201725,96210,194289,293513,285675,65991
201726,199198,64329,198659,156560,166581
201727,123289,124748,124734,123757,124177
201728,293050,124749,96480,123826,336314
201729,124194,236951,284422,236444,157844
201730,199198,272143,198659,64329,162655
201731,234698,95716,315105,336223,352983
201732,277491,284096,336220,235854,288435
201733,162655,64329,158536,272143,160974
201734,25325,123909,168623,38627,277068
201735,245161,270607,57748,158882,288528
201736,87231,87174,87224,87236,161801
201737,272143,64329,199198,324823,166581
201738,283437,96210,20691,337441,286077
201739,47718,48097,48878,47799,48024
201740,331116,336254,157478,289003,97530
201741,202381,277107,206415,233988,206785
201742,209013,58619,209348,159275,337143
201743,233717,276946,58606,160132,42883
201744,198159,141004,129434,59057,31520
201745,161506,141004,63307,214576,161801
201746,235616,32082,336221,234698,236338
201747,199198,198659,64329,166581,162655
201748,338340,224763,293050,124749,208473
201749,245161,270607,50504,158882,96210
201750,336254,277107,289003,36162,218028
201751,100484,273327,58939,285746,288582
201752,96210,58580,271262,336245,20691
201753,272143,64329,198659,162655,182394
201754,336254,218028,202355,289003,157478
201755,277107,39894,352979,289003,331116
201756,362558,362229,360563,363068,361041
201757,158536,156447,272143,64329,156560
201758,58619,206763,159275,57748,208970
201759,156560,162765,272143,160417,64329
201760,352979,39894,30389,331116,283009
201761,331116,303930,191970,277107,157478
201762,199198,64329,198659,156560,166581
201763,288320,336223,133160,59057,30611
201764,206785,336254,289003,157478,199372
201765,118783,264458,321371,123909,216191
201766,59057,31836,288320,303180,31520
201767,39894,277107,331116,30389,283009
201768,123757,123818,123289,124352,124350
201769,260920,261209,57616,96210,260275
201770,162655,300470,160417,272143,16129
201771,71236,336245,71235,96210,70679
201772,202381,277107,283009,206785,39894
201773,235105,277107,202320,158772,206571
201774,277491,336220,235854,289090,288435
201775,32088,336245,20691,271262,288440
201776,272143,199198,175040,166581,162655
201777,293513,245161,270607,50504,162107
201778,30389,111305,111663,111556,331116
201779,336221,234698,315105,95716,288325
201780,159938,128260,307779,183176,336220
201781,42675,352121,39894,214258,65560
201782,156279,211442,158505,57442,158331
201783,277492,119534,215674,288435,336220
201784,199198,272143,64329,182513,156560
201785,277107,206785,289003,202320,283009
201786,211415,331116,211723,211455,214658
201787,199474,206763,107302,293513,97616
201788,96210,288440,336245,57616,277067
201789,235616,336221,235524,234698,32082
201790,96210,66672,237580,300234,233842
201791,32755,30957,284583,31606,31219
201792,96210,277067,283764,58580,284583
201793,156560,162765,272143,160417,64329
201794,336245,234269,354086,161580,50504
201795,352979,331116,283009,336254,30389
201796,183176,284339,129799,111043,181585
201797,272143,156624,156560,160974,160417
201798,272143,64329,199198,299697,156560
201799,199198,64329,198659,166581,162655
201800,348093,285533,183176,336245,348109
201801,331116,158541,202355,237822,157441
201802,331116,332263,332461,157478,331033
201803,283505,183176,215993,233688,111043
201804,162655,64329,158536,272143,160974
201805,156560,162765,272143,160417,64329
201806,331116,277713,336254,157478,293513
201807,289090,234269,336220,234698,234267
201808,84074,32087,85024,128260,336220
201809,331116,158541,202355,199372,162378
201810,277107,206571,39894,283009,284470
201811,272513,266008,96210,158882,293513
201812,156560,162765,272143,160417,64329
201813,162655,160974,272660,225463,199198
201814,336254,157478,331116,97530,285849
201815,277492,336220,307779,159938,235854
201816,194925,195804,272143,338350,199198
201817,64329,199198,198659,156560,166581
201818,337192,277492,336220,235854,289090
201819,123909,123757,283392,124177,124748
201820,156964,336221,236338,58565,300082
201821,331116,161179,336254,63304,5349
201822,336221,336223,95716,234698,128957
201823,276970,236207,123909,233420,235804
201824,277492,235854,284096,289090,336220
201825,156560,162765,272143,160417,64329
201826,96210,336245,212089,271262,236610
201827,277107,206785,289003,283009,202320
201828,234698,336221,156964,235616,64409
201829,293513,245161,270607,162107,50504
201830,199198,272143,64329,182513,156560
201831,199198,64329,198659,156560,166581
201832,162655,300470,160417,272143,16129
201833,64409,336221,127127,234698,58565
201834,50864,272143,156624,156560,64329
201835,277107,331116,352979,336254,283009
201836,336254,159652,157478,162636,352121
201837,289003,331116,277107,352979,283009
201838,159275,337143,161580,57748,202652
201839,277107,362914,352979,62465,30389
201840,199474,107302,206763,293513,234281
201841,183176,111043,283505,215993,234006
201842,277492,336220,235854,234269,337192
201843,50823,272143,162655,156560,156624
201844,285343,272143,156624,284474,278312
201845,157375,212089,336245,96210,20691
201846,255354,237822,199474,70217,206763
201847,182394,272143,198659,348111,64329
201848,331116,157478,199372,57966,202355
201849,289003,331116,157478,199372,96210
201850,336221,234698,300082,234813,161149
201851,336254,277107,218028,289003,283009
201852,202652,209013,159275,57748,205869
201853,233717,257291,293301,276946,58606
201854,5252,199372,331116,168743,336254
201855,336254,277107,218028,202355,283009
201856,336220,289090,235854,277492,277491
201857,123289,198817,124194,95977,236951
201858,162655,300470,160417,272143,16129
201859,87205,87224,87228,87192,87174
201860,293513,245161,270607,50504,96210
201861,96210,336245,57616,20691,96103
201862,183176,119534,156843,289090,158794
201863,50864,272143,156624,156560,64329
201864,168623,293301,214800,159762,257291
201865,124748,123757,123290,123909,124352
201866,87236,87224,87174,87218,87205
201867,95756,95743,95956,272143,96077
201868,331116,157478,57966,97530,289003
201869,218028,157478,202355,336254,61594
201870,348112,183176,348109,336245,285533
201871,272143,199198,348111,156624,156560
201872,124749,272218,293114,158906,96755
201873,95716,48403,119193,271261,315105
201874,331116,168784,168743,168401,168838
201875,272143,199198,175040,166581,162655
201876,331116,277107,283009,157478,39894
201877,168623,276970,156625,95972,237524
201878,32082,29953,234698,336221,59681
201879,199197,235230,272143,156619,156447
201880,313431,272143,156560,284547,235230
201881,331116,87213,157478,87215,57966
201882,283009,277107,336254,235105,352979
201883,284422,236444,172576,158915,124177
201884,32750,285719,257291,156723,293301
201885,331116,202355,218028,214753,158541
201886,276970,123909,168623,233420,285379
201887,160132,111210,214800,58606,297639
201888,352979,283009,336254,331116,30389
201889,202355,336254,157478,215613,331116
201890,183176,233688,215993,283505,234006
201891,336221,234698,336223,235870,271261
201892,39894,30389,283009,331116,336254
201893,39894,277107,336254,289003,30389
201894,214658,336221,211891,235616,161517
201895,64329,199198,324823,198659,224658
201896,183176,111043,283505,215993,234006
201897,156560,272143,160417,64329,156447
201898,156624,272143,156447,160974,107039
201899,331116,199474,215613,315146,96141
201900,199198,64329,198659,156560,162655
201901,156560,162765,272143,160417,64329
201902,96210,236610,313920,58580,20691
201903,336220,277491,235854,235616,234267
201904,57616,96210,284583,20691,332198
201905,64329,198659,199198,156560,162655
201906,336221,95716,48403,119193,271261
201907,96386,97005,31836,95979,96186
201908,331116,206785,33032,97530,157478
201909,123909,124194,124177,333211,168623
201910,233717,168623,161100,276946,159762
201911,194935,195645,195087,194421,194339
201912,336221,336223,271261,95716,157076
201913,162655,64329,158536,272143,160974
201914,331116,218028,209236,206785,162378
201915,234308,36162,235105,277107,206571
201916,156560,162765,272143,160417,64329
201917,156560,162765,272143,160417,64329
201918,235854,277492,288435,336220,119534
201919,124748,123757,123290,123909,124352
201920,123757,123290,123818,124177,123909
201921,272143,64329,199198,166581,324823
201922,64329,272143,160417,162655,156560
201923,71035,31836,161506,288320,63307
201924,64329,272143,160417,162655,156560
201925,336254,218028,157478,202355,57966
201926,272143,64329,199198,299697,156560
201927,162655,64329,158536,272143,160974
201928,211442,50644,36162,30760,158331
201929,95716,234698,315105,271261,336223
201930,199198,64329,198659,156560,162655
201931,289090,336220,234269,234267,32082
201932,348111,272143,156624,199198,341838
201933,215613,199474,315146,61594,96141
201934,298035,225124,298032,300715,36394
201935,336220,277492,289090,284096,234267
201936,156560,162765,272143,160417,64329
201937,245702,30895,299131,331128,199474
201938,336254,218028,202355,57966,157478
201939,199198,272143,198659,64329,162655
201940,257291,156560,233717,159762,162655
201941,233688,215993,336245,128260,283505
201942,236877,234195,336254,207603,157478
201943,331780,160748,161872,199474,337143
